technology_id,universe,as_of,n_companies,n_with_prices,cohort_mean_return,cohort_median_return,mean_benchmark_return,mean_excess_return,median_excess_return,dispersion,hit_rate,window_years,window_short,verdict,prediction_score
150,direct,2026-09-02,0,0,,,,,,,,1.58,1,insufficient,
151,all,2026-09-02,2,2,0.292511,0.292511,0.305154,-0.0126429,-0.0126429,0.0159452,0.5,1.58,1,mixed,49.7
151,direct,2026-09-02,1,1,0.308456,0.308456,0.305154,0.00330227,0.00330227,,1.0,1.58,1,insufficient,
152,all,2026-09-02,0,0,,,,,,,,1.58,1,insufficient,
152,direct,2026-09-02,0,0,,,,,,,,1.58,1,insufficient,
153,all,2026-09-02,1,1,0.184805,0.184805,0.305154,-0.120349,-0.120349,,0.0,1.58,1,insufficient,
153,direct,2026-09-02,0,0,,,,,,,,1.58,1,insufficient,
154,all,2026-09-02,0,0,,,,,,,,1.58,1,insufficient,
154,direct,2026-09-02,0,0,,,,,,,,1.58,1,insufficient,
155,all,2026-09-02,10,10,0.177693,0.193366,0.109279,0.0684136,0.084087,0.187434,0.6,0.64,1,beat,52.2
155,direct,2026-09-02,5,5,0.112349,0.0698444,0.109279,0.00307054,-0.0394345,0.0790457,0.4,0.64,1,mixed,50.1
156,all,2026-09-02,8,8,-0.220567,-0.230798,0.109279,-0.329846,-0.340077,0.285356,0.125,0.64,1,lag,41.6
156,direct,2026-09-02,3,3,-0.46463,-0.529919,0.109279,-0.573909,-0.639198,0.147993,0.0,0.64,1,lag,38.7
157,all,2026-09-02,3,3,0.278236,0.367424,0.109279,0.168957,0.258145,0.201278,0.666667,0.64,1,beat,54.5
157,direct,2026-09-02,1,1,0.467743,0.467743,0.109279,0.358464,0.358464,,1.0,0.64,1,insufficient,
158,all,2026-09-02,5,5,-0.148685,-0.106873,0.109279,-0.257964,-0.216151,0.187971,0.0,0.64,1,lag,43.6
158,direct,2026-09-02,3,3,-0.279056,-0.322344,0.109279,-0.388335,-0.431623,0.126669,0.0,0.64,1,lag,42.0
159,all,2026-09-02,6,6,-0.129831,-0.132754,0.109279,-0.23911,-0.242033,0.104324,0.0,0.64,1,lag,44.0
159,direct,2026-09-02,1,1,-0.133564,-0.133564,0.109279,-0.242843,-0.242843,,0.0,0.64,1,insufficient,
160,all,2026-09-02,3,3,-0.285962,-0.198903,0.109279,-0.395241,-0.308182,0.136385,0.0,0.64,1,lag,41.9
160,direct,2026-09-02,0,0,,,,,,,,0.64,1,insufficient,
161,all,2026-09-02,6,6,0.127893,0.0610243,0.109279,0.0186139,-0.0482546,0.264104,0.333333,0.64,1,mixed,50.5
161,direct,2026-09-02,4,4,-0.0308271,0.0380525,0.109279,-0.140106,-0.0712264,0.13863,0.0,0.64,1,lag,46.7
162,all,2026-09-02,6,5,0.00436676,0.0303798,0.0762747,-0.104912,-0.0788992,0.136896,0.4,0.64,1,lag,46.9
162,direct,2026-09-02,5,4,-0.0400973,-0.0541185,0.0696738,-0.149376,-0.163397,0.116363,0.25,0.64,1,lag,46.1
163,all,2026-09-02,3,3,-0.00437574,0.0239009,0.109279,-0.113655,-0.085378,0.0748639,0.0,0.64,1,lag,47.6
163,direct,2026-09-02,0,0,,,,,,,,0.64,1,insufficient,
164,all,2026-09-02,2,2,0.249061,0.249061,0.109279,0.139782,0.139782,0.218682,0.5,0.64,1,beat,53.2
164,direct,2026-09-02,0,0,,,,,,,,0.64,1,insufficient,
165,all,2026-09-02,0,0,,,,,,,,25.58,0,insufficient,
165,direct,2026-09-02,0,0,,,,,,,,25.58,0,insufficient,
166,all,2026-09-02,0,0,,,,,,,,21.58,0,insufficient,
166,direct,2026-09-02,0,0,,,,,,,,21.58,0,insufficient,
167,all,2026-09-02,0,0,,,,,,,,21.58,0,insufficient,
167,direct,2026-09-02,0,0,,,,,,,,21.58,0,insufficient,
168,all,2026-09-02,0,0,,,,,,,,21.58,0,insufficient,
168,direct,2026-09-02,0,0,,,,,,,,21.58,0,insufficient,
169,all,2026-09-02,0,0,,,,,,,,21.58,0,insufficient,
169,direct,2026-09-02,0,0,,,,,,,,21.58,0,insufficient,
170,all,2026-09-02,0,0,,,,,,,,21.58,0,insufficient,
170,direct,2026-09-02,0,0,,,,,,,,21.58,0,insufficient,
171,all,2026-09-02,0,0,,,,,,,,21.58,0,insufficient,
171,direct,2026-09-02,0,0,,,,,,,,21.58,0,insufficient,
172,all,2026-09-02,0,0,,,,,,,,21.58,0,insufficient,
172,direct,2026-09-02,0,0,,,,,,,,21.58,0,insufficient,
173,all,2026-09-02,0,0,,,,,,,,21.58,0,insufficient,
173,direct,2026-09-02,0,0,,,,,,,,21.58,0,insufficient,
174,all,2026-09-02,0,0,,,,,,,,21.58,0,insufficient,
174,direct,2026-09-02,0,0,,,,,,,,21.58,0,insufficient,
175,all,2026-09-02,0,0,,,,,,,,21.58,0,insufficient,
175,direct,2026-09-02,0,0,,,,,,,,21.58,0,insufficient,
176,all,2026-09-02,0,0,,,,,,,,20.58,0,insufficient,
176,direct,2026-09-02,0,0,,,,,,,,20.58,0,insufficient,
177,all,2026-09-02,0,0,,,,,,,,20.58,0,insufficient,
177,direct,2026-09-02,0,0,,,,,,,,20.58,0,insufficient,
178,all,2026-09-02,0,0,,,,,,,,20.58,0,insufficient,
178,direct,2026-09-02,0,0,,,,,,,,20.58,0,insufficient,
179,all,2026-09-02,0,0,,,,,,,,20.58,0,insufficient,
179,direct,2026-09-02,0,0,,,,,,,,20.58,0,insufficient,
180,all,2026-09-02,0,0,,,,,,,,20.58,0,insufficient,
180,direct,2026-09-02,0,0,,,,,,,,20.58,0,insufficient,
181,all,2026-09-02,0,0,,,,,,,,20.58,0,insufficient,
181,direct,2026-09-02,0,0,,,,,,,,20.58,0,insufficient,
182,all,2026-09-02,0,0,,,,,,,,20.58,0,insufficient,
182,direct,2026-09-02,0,0,,,,,,,,20.58,0,insufficient,
183,all,2026-09-02,0,0,,,,,,,,20.58,0,insufficient,
183,direct,2026-09-02,0,0,,,,,,,,20.58,0,insufficient,
184,all,2026-09-02,0,0,,,,,,,,20.58,0,insufficient,
184,direct,2026-09-02,0,0,,,,,,,,20.58,0,insufficient,
185,all,2026-09-02,0,0,,,,,,,,20.58,0,insufficient,
185,direct,2026-09-02,0,0,,,,,,,,20.58,0,insufficient,
186,all,2026-09-02,0,0,,,,,,,,19.58,0,insufficient,
186,direct,2026-09-02,0,0,,,,,,,,19.58,0,insufficient,
187,all,2026-09-02,0,0,,,,,,,,19.58,0,insufficient,
187,direct,2026-09-02,0,0,,,,,,,,19.58,0,insufficient,
188,all,2026-09-02,0,0,,,,,,,,19.58,0,insufficient,
188,direct,2026-09-02,0,0,,,,,,,,19.58,0,insufficient,
189,all,2026-09-02,0,0,,,,,,,,19.58,0,insufficient,
189,direct,2026-09-02,0,0,,,,,,,,19.58,0,insufficient,
190,all,2026-09-02,0,0,,,,,,,,19.58,0,insufficient,
190,direct,2026-09-02,0,0,,,,,,,,19.58,0,insufficient,
191,all,2026-09-02,0,0,,,,,,,,19.58,0,insufficient,
191,direct,2026-09-02,0,0,,,,,,,,19.58,0,insufficient,
192,all,2026-09-02,0,0,,,,,,,,19.58,0,insufficient,
192,direct,2026-09-02,0,0,,,,,,,,19.58,0,insufficient,
193,all,2026-09-02,0,0,,,,,,,,19.58,0,insufficient,
193,direct,2026-09-02,0,0,,,,,,,,19.58,0,insufficient,
194,all,2026-09-02,0,0,,,,,,,,19.58,0,insufficient,
194,direct,2026-09-02,0,0,,,,,,,,19.58,0,insufficient,
195,all,2026-09-02,0,0,,,,,,,,19.58,0,insufficient,
195,direct,2026-09-02,0,0,,,,,,,,19.58,0,insufficient,
196,all,2026-09-02,0,0,,,,,,,,18.58,0,insufficient,
196,direct,2026-09-02,0,0,,,,,,,,18.58,0,insufficient,
197,all,2026-09-02,0,0,,,,,,,,18.58,0,insufficient,
197,direct,2026-09-02,0,0,,,,,,,,18.58,0,insufficient,
198,all,2026-09-02,0,0,,,,,,,,18.58,0,insufficient,
198,direct,2026-09-02,0,0,,,,,,,,18.58,0,insufficient,
199,all,2026-09-02,0,0,,,,,,,,18.58,0,insufficient,
199,direct,2026-09-02,0,0,,,,,,,,18.58,0,insufficient,
200,all,2026-09-02,0,0,,,,,,,,18.58,0,insufficient,
200,direct,2026-09-02,0,0,,,,,,,,18.58,0,insufficient,
201,all,2026-09-02,0,0,,,,,,,,18.58,0,insufficient,
201,direct,2026-09-02,0,0,,,,,,,,18.58,0,insufficient,
202,all,2026-09-02,0,0,,,,,,,,18.58,0,insufficient,
202,direct,2026-09-02,0,0,,,,,,,,18.58,0,insufficient,
203,all,2026-09-02,0,0,,,,,,,,18.58,0,insufficient,
203,direct,2026-09-02,0,0,,,,,,,,18.58,0,insufficient,
204,all,2026-09-02,0,0,,,,,,,,18.58,0,insufficient,
204,direct,2026-09-02,0,0,,,,,,,,18.58,0,insufficient,
205,all,2026-09-02,0,0,,,,,,,,18.58,0,insufficient,
205,direct,2026-09-02,0,0,,,,,,,,18.58,0,insufficient,
206,all,2026-09-02,0,0,,,,,,,,17.58,0,insufficient,
206,direct,2026-09-02,0,0,,,,,,,,17.58,0,insufficient,
207,all,2026-09-02,0,0,,,,,,,,17.58,0,insufficient,
207,direct,2026-09-02,0,0,,,,,,,,17.58,0,insufficient,
208,all,2026-09-02,0,0,,,,,,,,17.58,0,insufficient,
208,direct,2026-09-02,0,0,,,,,,,,17.58,0,insufficient,
209,all,2026-09-02,0,0,,,,,,,,17.58,0,insufficient,
209,direct,2026-09-02,0,0,,,,,,,,17.58,0,insufficient,
210,all,2026-09-02,0,0,,,,,,,,17.58,0,insufficient,
210,direct,2026-09-02,0,0,,,,,,,,17.58,0,insufficient,
211,all,2026-09-02,0,0,,,,,,,,17.58,0,insufficient,
211,direct,2026-09-02,0,0,,,,,,,,17.58,0,insufficient,
212,all,2026-09-02,0,0,,,,,,,,17.58,0,insufficient,
212,direct,2026-09-02,0,0,,,,,,,,17.58,0,insufficient,
213,all,2026-09-02,0,0,,,,,,,,17.58,0,insufficient,
213,direct,2026-09-02,0,0,,,,,,,,17.58,0,insufficient,
214,all,2026-09-02,0,0,,,,,,,,17.58,0,insufficient,
214,direct,2026-09-02,0,0,,,,,,,,17.58,0,insufficient,
215,all,2026-09-02,0,0,,,,,,,,17.58,0,insufficient,
215,direct,2026-09-02,0,0,,,,,,,,17.58,0,insufficient,
216,all,2026-09-02,0,0,,,,,,,,16.58,0,insufficient,
216,direct,2026-09-02,0,0,,,,,,,,16.58,0,insufficient,
217,all,2026-09-02,0,0,,,,,,,,16.58,0,insufficient,
217,direct,2026-09-02,0,0,,,,,,,,16.58,0,insufficient,
218,all,2026-09-02,0,0,,,,,,,,16.58,0,insufficient,
218,direct,2026-09-02,0,0,,,,,,,,16.58,0,insufficient,
219,all,2026-09-02,0,0,,,,,,,,16.58,0,insufficient,
219,direct,2026-09-02,0,0,,,,,,,,16.58,0,insufficient,
220,all,2026-09-02,0,0,,,,,,,,16.58,0,insufficient,
220,direct,2026-09-02,0,0,,,,,,,,16.58,0,insufficient,
221,all,2026-09-02,0,0,,,,,,,,16.58,0,insufficient,
221,direct,2026-09-02,0,0,,,,,,,,16.58,0,insufficient,
222,all,2026-09-02,0,0,,,,,,,,16.58,0,insufficient,
222,direct,2026-09-02,0,0,,,,,,,,16.58,0,insufficient,
223,all,2026-09-02,0,0,,,,,,,,16.58,0,insufficient,
223,direct,2026-09-02,0,0,,,,,,,,16.58,0,insufficient,
224,all,2026-09-02,0,0,,,,,,,,16.58,0,insufficient,
224,direct,2026-09-02,0,0,,,,,,,,16.58,0,insufficient,
225,all,2026-09-02,0,0,,,,,,,,16.58,0,insufficient,
225,direct,2026-09-02,0,0,,,,,,,,16.58,0,insufficient,
226,all,2026-09-02,0,0,,,,,,,,15.58,0,insufficient,
226,direct,2026-09-02,0,0,,,,,,,,15.58,0,insufficient,
227,all,2026-09-02,0,0,,,,,,,,15.58,0,insufficient,
227,direct,2026-09-02,0,0,,,,,,,,15.58,0,insufficient,
228,all,2026-09-02,0,0,,,,,,,,15.58,0,insufficient,
228,direct,2026-09-02,0,0,,,,,,,,15.58,0,insufficient,
229,all,2026-09-02,0,0,,,,,,,,15.58,0,insufficient,
229,direct,2026-09-02,0,0,,,,,,,,15.58,0,insufficient,
230,all,2026-09-02,0,0,,,,,,,,15.58,0,insufficient,
230,direct,2026-09-02,0,0,,,,,,,,15.58,0,insufficient,
231,all,2026-09-02,0,0,,,,,,,,15.58,0,insufficient,
231,direct,2026-09-02,0,0,,,,,,,,15.58,0,insufficient,
232,all,2026-09-02,0,0,,,,,,,,15.58,0,insufficient,
232,direct,2026-09-02,0,0,,,,,,,,15.58,0,insufficient,
233,all,2026-09-02,0,0,,,,,,,,15.58,0,insufficient,
233,direct,2026-09-02,0,0,,,,,,,,15.58,0,insufficient,
234,all,2026-09-02,0,0,,,,,,,,15.58,0,insufficient,
234,direct,2026-09-02,0,0,,,,,,,,15.58,0,insufficient,
235,all,2026-09-02,0,0,,,,,,,,15.58,0,insufficient,
235,direct,2026-09-02,0,0,,,,,,,,15.58,0,insufficient,
236,all,2026-09-02,0,0,,,,,,,,14.58,0,insufficient,
236,direct,2026-09-02,0,0,,,,,,,,14.58,0,insufficient,
237,all,2026-09-02,0,0,,,,,,,,14.58,0,insufficient,
237,direct,2026-09-02,0,0,,,,,,,,14.58,0,insufficient,
238,all,2026-09-02,0,0,,,,,,,,14.58,0,insufficient,
238,direct,2026-09-02,0,0,,,,,,,,14.58,0,insufficient,
239,all,2026-09-02,0,0,,,,,,,,14.58,0,insufficient,
239,direct,2026-09-02,0,0,,,,,,,,14.58,0,insufficient,
240,all,2026-09-02,0,0,,,,,,,,14.58,0,insufficient,
240,direct,2026-09-02,0,0,,,,,,,,14.58,0,insufficient,
241,all,2026-09-02,0,0,,,,,,,,14.58,0,insufficient,
241,direct,2026-09-02,0,0,,,,,,,,14.58,0,insufficient,
242,all,2026-09-02,0,0,,,,,,,,14.58,0,insufficient,
242,direct,2026-09-02,0,0,,,,,,,,14.58,0,insufficient,
243,all,2026-09-02,0,0,,,,,,,,14.58,0,insufficient,
243,direct,2026-09-02,0,0,,,,,,,,14.58,0,insufficient,
244,all,2026-09-02,0,0,,,,,,,,14.58,0,insufficient,
244,direct,2026-09-02,0,0,,,,,,,,14.58,0,insufficient,
245,all,2026-09-02,0,0,,,,,,,,14.58,0,insufficient,
245,direct,2026-09-02,0,0,,,,,,,,14.58,0,insufficient,
246,all,2026-09-02,0,0,,,,,,,,13.58,0,insufficient,
246,direct,2026-09-02,0,0,,,,,,,,13.58,0,insufficient,
247,all,2026-09-02,0,0,,,,,,,,13.58,0,insufficient,
247,direct,2026-09-02,0,0,,,,,,,,13.58,0,insufficient,
248,all,2026-09-02,0,0,,,,,,,,13.58,0,insufficient,
248,direct,2026-09-02,0,0,,,,,,,,13.58,0,insufficient,
249,all,2026-09-02,0,0,,,,,,,,13.58,0,insufficient,
249,direct,2026-09-02,0,0,,,,,,,,13.58,0,insufficient,
250,all,2026-09-02,0,0,,,,,,,,13.58,0,insufficient,
250,direct,2026-09-02,0,0,,,,,,,,13.58,0,insufficient,
251,all,2026-09-02,0,0,,,,,,,,10.58,0,insufficient,
251,direct,2026-09-02,0,0,,,,,,,,10.58,0,insufficient,
